customer_author,customer_text,company_author,company_reply,customer_clean,company_clean,thread_text
116148,@115911    Who’s looking in your window at night https://t.co/gkUco6aO01,TMobileHelp,@116148 :o Creepy! Happy Halloween! *ArynH,Who’s looking in your window at night,:o Creepy! Happy Halloween! *ArynH,Who’s looking in your window at night | :o Creepy! Happy Halloween! *ArynH
116150,Finally free of the @115911 chains here I come cricket,TMobileHelp,"@116150 We don't want things to come to that point, please DM if there's anything we can help with. *JohnWard",Finally free of the chains here I come cricket,"We don't want things to come to that point, please DM if there's anything we can help with. *JohnWard","Finally free of the chains here I come cricket | We don't want things to come to that point, please DM if there's anything we can help with. *JohnWard"
116151,@TMobileHelp @115913 John why I am having so much trouble coming back,TMobileHelp,"@116151 @115913 Please meet me back in DM, we'll discuss this further. *ZachRicketts",John why I am having so much trouble coming back,"Please meet me back in DM, we'll discuss this further. *ZachRicketts","John why I am having so much trouble coming back | Please meet me back in DM, we'll discuss this further. *ZachRicketts"
116151,@TMobileHelp @115913 I send DM over to you guys Cassy or Jason were helping me,TMobileHelp,@116151 @115913 Thank you so much for the DM. We'll be responding in kind shortly for you! https://t.co/lH0SH5fy2m *MikeRice,I send DM over to you guys Cassy or Jason were helping me,Thank you so much for the DM. We'll be responding in kind shortly for you! *MikeRice,I send DM over to you guys Cassy or Jason were helping me | Thank you so much for the DM. We'll be responding in kind shortly for you! *MikeRice
116151,@TMobileHelp @115913 @116154 So you @115913 know! been trying to chat but your team is asking for a pin or password I don’t have. Making me feel like you don’t want me back,TMobileHelp,"@116151 @115913 We absolutely want you back and we will find a solution today. We see your DM, we will be responding https://t.co/PbJEgtqanO *JeromyBingham",So you know! been trying to chat but your team is asking for a pin or password I don’t have. Making me feel like you don’t want me back,"We absolutely want you back and we will find a solution today. We see your DM, we will be responding *JeromyBingham","So you know! been trying to chat but your team is asking for a pin or password I don’t have. Making me feel like you don’t want me back | We absolutely want you back and we will find a solution today. We see your DM, we will be responding *JeromyBingham"
116151,@TMobileHelp @115913 @116154 Don’t get why they are asking for my password,TMobileHelp,"@116151 @115913 @116154 I've sent you a DM with some information, let's get this fixed. https://t.co/PbJEgtqanO *JeromyBingham",Don’t get why they are asking for my password,"I've sent you a DM with some information, let's get this fixed. *JeromyBingham","Don’t get why they are asking for my password | I've sent you a DM with some information, let's get this fixed. *JeromyBingham"
116151,@115913 @2896 I made a mistake a big dumb mistake. I ported my lines to another service. Less then month ago. I miss T-Mobile. Can I come back and have my formal plan please? Should I talk to @116154 team? Because customer service told me I can’t go to my formal plan.,TMobileHelp,@116151 @115913 We'd love to see you back on the UnCarrier. DM us and we'll chat reunion options: https://t.co/cuEwtd2epS *DanKing,I made a mistake a big dumb mistake. I ported my lines to another service. Less then month ago. I miss T-Mobile. Can I come back and have my formal plan please? Should I talk to team? Because customer service told me I can’t go to my formal plan.,We'd love to see you back on the UnCarrier. DM us and we'll chat reunion options: *DanKing,I made a mistake a big dumb mistake. I ported my lines to another service. Less then month ago. I miss T-Mobile. Can I come back and have my formal plan please? Should I talk to team? Because customer service told me I can’t go to my formal plan. | We'd love to see you back on the UnCarrier. DM us and we'll chat reunion options: *DanKing
116155,@115911 @TMobileHelp when is the 600mhz coming online in #seattle??,TMobileHelp,"@116155 Hey, Kashif! Shoot me a DM here https://t.co/QHDTFHxSPu and we'll check out when we're going to #lightitup! *KrystnYogi",when is the 600mhz coming online in ??,"Hey, Kashif! Shoot me a DM here and we'll check out when we're going to ! *KrystnYogi","when is the 600mhz coming online in ?? | Hey, Kashif! Shoot me a DM here and we'll check out when we're going to ! *KrystnYogi"
116156,@115911 once again you are being slow 😑,TMobileHelp,@116156 Let's dig deeper! Please DM so we can find out what's happening there. *JohnWard,once again you are being slow 😑,Let's dig deeper! Please DM so we can find out what's happening there. *JohnWard,once again you are being slow 😑 | Let's dig deeper! Please DM so we can find out what's happening there. *JohnWard
116423,@115911 People who get the new iPhone every year pay more then everyone else because of the the down payment. I’d much rather pay more per month,TMobileHelp,"@116423 I hear you loud and clear Brandon! Shoot me a DM, and we can chat about your options! *DannyHarvey",People who get the new iPhone every year pay more then everyone else because of the the down payment. I’d much rather pay more per month,"I hear you loud and clear Brandon! Shoot me a DM, and we can chat about your options! *DannyHarvey","People who get the new iPhone every year pay more then everyone else because of the the down payment. I’d much rather pay more per month | I hear you loud and clear Brandon! Shoot me a DM, and we can chat about your options! *DannyHarvey"
116424,@115911 Please go to my profile and help me with my latest tweet,TMobileHelp,"@116424 Hey there Justin! I can help with anything T-Mobile! Shoot me a DM, and we'll chat! *DannyHarvey",Please go to my profile and help me with my latest tweet,"Hey there Justin! I can help with anything T-Mobile! Shoot me a DM, and we'll chat! *DannyHarvey","Please go to my profile and help me with my latest tweet | Hey there Justin! I can help with anything T-Mobile! Shoot me a DM, and we'll chat! *DannyHarvey"
116425,@115786 All my messages from .@115911 for support or updates are in Spanish. I have called 4 times to fix nothing! Help .@TMobileHelp,TMobileHelp,"@116425 Yikes- I know if this were happening to me, I wouldn't understand too much! Send a DM our way for assistance! *SageMcGowan",All my messages from . for support or updates are in Spanish. I have called 4 times to fix nothing! Help .,"Yikes- I know if this were happening to me, I wouldn't understand too much! Send a DM our way for assistance! *SageMcGowan","All my messages from . for support or updates are in Spanish. I have called 4 times to fix nothing! Help . | Yikes- I know if this were happening to me, I wouldn't understand too much! Send a DM our way for assistance! *SageMcGowan"
116426,@115911 I do will let’s be petty together  Spring ain’t shit,TMobileHelp,"@116426 Send us a DM if you have any questions, we'll give you the #MagentaCarpet experience! :) *JohnWard",I do will let’s be petty together Spring ain’t shit,"Send us a DM if you have any questions, we'll give you the experience! :) *JohnWard","I do will let’s be petty together Spring ain’t shit | Send us a DM if you have any questions, we'll give you the experience! :) *JohnWard"
116427,@TMobileHelp Can someone help me with a question I have please?,TMobileHelp,@116427 Help has arrived!! I see your DM! Click here to meet me back in there! --&gt; https://t.co/HTgeLMEYEm *DonHebron,Can someone help me with a question I have please?,Help has arrived!! I see your DM! Click here to meet me back in there! --&gt; *DonHebron,Can someone help me with a question I have please? | Help has arrived!! I see your DM! Click here to meet me back in there! --&gt; *DonHebron
116428,Hey @115911 how come none of the #TMobileTuesday deals are working??,TMobileHelp,"@116428 Having issues to #GetThanked, Laurel? DM us, we'll make sure you can take advantage of all the goodies. *JoanO",Hey how come none of the deals are working??,"Having issues to , Laurel? DM us, we'll make sure you can take advantage of all the goodies. *JoanO","Hey how come none of the deals are working?? | Having issues to , Laurel? DM us, we'll make sure you can take advantage of all the goodies. *JoanO"
116685,@115911 Y'all fucked up and acting like you can't fix it without the primary member otp but she can't use her phone because of y'all fuck up🤷🏾‍♀️,TMobileHelp,@116685 We're to help! I'm replying to your DM right now :) *ByronEdwards,Y'all fucked up and acting like you can't fix it without the primary member otp but she can't use her phone because of y'all fuck up🤷🏾‍♀️,We're to help! I'm replying to your DM right now :) *ByronEdwards,Y'all fucked up and acting like you can't fix it without the primary member otp but she can't use her phone because of y'all fuck up🤷🏾‍♀️ | We're to help! I'm replying to your DM right now :) *ByronEdwards
116686,@115911 how much for the iPhone x with the jump? I’m not spending $200 plus on a phone 😂 sry,TMobileHelp,"@116686 We'd love to provide you all the details, please DM for info! *JohnWard",how much for the iPhone x with the jump? I’m not spending $200 plus on a phone 😂 sry,"We'd love to provide you all the details, please DM for info! *JohnWard","how much for the iPhone x with the jump? I’m not spending $200 plus on a phone 😂 sry | We'd love to provide you all the details, please DM for info! *JohnWard"
116687,@115911 @116688 The code doesn't work and I was just charged for a movie 😡,TMobileHelp,"@116687 Not on my watch! Shoot me a DM, and I'll save the day! *DannyHarvey",The code doesn't work and I was just charged for a movie 😡,"Not on my watch! Shoot me a DM, and I'll save the day! *DannyHarvey","The code doesn't work and I was just charged for a movie 😡 | Not on my watch! Shoot me a DM, and I'll save the day! *DannyHarvey"
116689,@115911 @116690 I need my pic to upload,TMobileHelp,@116689 We can help with that too!  We're just a DM away :) *JohnWard,I need my pic to upload,We can help with that too! We're just a DM away :) *JohnWard,I need my pic to upload | We can help with that too! We're just a DM away :) *JohnWard
116751,So tell me how @115911 can tell me in 2014 that “in a year it’ll be $0 down on any phone I upgrade to... well. 2017: “To upgrade to a iPhone 7 Plus 32gb That’ll be about $560 down today :)” what happened to what i signed up for? The jump plan isnt applied to me? Bullshit,TMobileHelp,"@116751 Ouch! We want you to upgrade at the best price, Randy! Send us a DM so we can chat about your options! *ElleA",So tell me how can tell me in 2014 that “in a year it’ll be $0 down on any phone I upgrade to... well. 2017: “To upgrade to a iPhone 7 Plus 32gb That’ll be about $560 down today :)” what happened to what i signed up for? The jump plan isnt applied to me? Bullshit,"Ouch! We want you to upgrade at the best price, Randy! Send us a DM so we can chat about your options! *ElleA","So tell me how can tell me in 2014 that “in a year it’ll be $0 down on any phone I upgrade to... well. 2017: “To upgrade to a iPhone 7 Plus 32gb That’ll be about $560 down today :)” what happened to what i signed up for? The jump plan isnt applied to me? Bullshit | Ouch! We want you to upgrade at the best price, Randy! Send us a DM so we can chat about your options! *ElleA"
116752,@115911 why does it say expired for the atom tickets if we had until the 27 to redeem?,TMobileHelp,@116752 We are right here for you and ready to take a closer look. I want to be sure you are able to enjoy your Tuesday goodies. Send us a DM and we can check this out. *JeremyJ,why does it say expired for the atom tickets if we had until the 27 to redeem?,We are right here for you and ready to take a closer look. I want to be sure you are able to enjoy your Tuesday goodies. Send us a DM and we can check this out. *JeremyJ,why does it say expired for the atom tickets if we had until the 27 to redeem? | We are right here for you and ready to take a closer look. I want to be sure you are able to enjoy your Tuesday goodies. Send us a DM and we can check this out. *JeremyJ
116753,@115911 needs to ship phones in inconspicuous boxes so they don't get stolen along the way at @115817!!!! Currently have 2 empty iPhone 8+ boxes SMH,TMobileHelp,"@116753 Adrianne, that's definitely a crazy situation and we want to do everything we can to help. Send us a DM! *KittyG",needs to ship phones in inconspicuous boxes so they don't get stolen along the way at !!!! Currently have 2 empty iPhone 8+ boxes SMH,"Adrianne, that's definitely a crazy situation and we want to do everything we can to help. Send us a DM! *KittyG","needs to ship phones in inconspicuous boxes so they don't get stolen along the way at !!!! Currently have 2 empty iPhone 8+ boxes SMH | Adrianne, that's definitely a crazy situation and we want to do everything we can to help. Send us a DM! *KittyG"
116754,"@TMobileHelp  @116755 @115913 Do you have any discounts or other ways to help nonprofits reduce communication expenses while away from the office? Trying to budget and find ways to reduce overhead.

To get an idea of our mission check out: https://t.co/oldmje0H7v",TMobileHelp,@116754 @115913 I am here to help you look into option are reducing cellular costs. Click https://t.co/Mww69Rzn7a to send me a message so we can chat. *AshleyNelson,Do you have any discounts or other ways to help nonprofits reduce communication expenses while away from the office? Trying to budget and find ways to reduce overhead. To get an idea of our mission check out:,I am here to help you look into option are reducing cellular costs. Click to send me a message so we can chat. *AshleyNelson,Do you have any discounts or other ways to help nonprofits reduce communication expenses while away from the office? Trying to budget and find ways to reduce overhead. To get an idea of our mission check out: | I am here to help you look into option are reducing cellular costs. Click to send me a message so we can chat. *AshleyNelson
116756,"@115913 @115911 Just received my new B&amp;W Google 
Pixel 2 XL (ordered on Oct. 4th). Went to TMO to switch from AT&amp;T but you canceled your $325 gift card promo. Now I need to stay with AT&amp;T 😭😭😭 #youlostanewcustomer #wantedtoswitch",TMobileHelp,@116756 @115913 I am here for you and I want to go over the details of this promotion. Click https://t.co/Mww69Rzn7a to send me a DM so I can help. *AshleyNelson,Just received my new B&amp;W Google Pixel 2 XL (ordered on Oct. 4th). Went to TMO to switch from AT&amp;T but you canceled your $325 gift card promo. Now I need to stay with AT&amp;T 😭😭😭,I am here for you and I want to go over the details of this promotion. Click to send me a DM so I can help. *AshleyNelson,Just received my new B&amp;W Google Pixel 2 XL (ordered on Oct. 4th). Went to TMO to switch from AT&amp;T but you canceled your $325 gift card promo. Now I need to stay with AT&amp;T 😭😭😭 | I am here for you and I want to go over the details of this promotion. Click to send me a DM so I can help. *AshleyNelson
116757,@TMobileHelp I'd rather do it in person.,TMobileHelp,"@116757 Hey, Claudia, I am for sure wanting to help you out today we totally understand doing it in the store getting it right there and then *RudyRobledo",I'd rather do it in person.,"Hey, Claudia, I am for sure wanting to help you out today we totally understand doing it in the store getting it right there and then *RudyRobledo","I'd rather do it in person. | Hey, Claudia, I am for sure wanting to help you out today we totally understand doing it in the store getting it right there and then *RudyRobledo"
116757,@115911 Is the system back up?,TMobileHelp,"@116757 We can help you order your new phone, Claudia! DM us here so we can help out. *BlakeT",Is the system back up?,"We can help you order your new phone, Claudia! DM us here so we can help out. *BlakeT","Is the system back up? | We can help you order your new phone, Claudia! DM us here so we can help out. *BlakeT"
116757,@115911 2nd day in a row trying to buy a phone. System down again. WTF!,TMobileHelp,@116757 Hey Claudia! We're here for you. Let's figure this out and get you hooked up with a new device. Send us a DM and we'll chat *ErikS,2nd day in a row trying to buy a phone. System down again. WTF!,Hey Claudia! We're here for you. Let's figure this out and get you hooked up with a new device. Send us a DM and we'll chat *ErikS,2nd day in a row trying to buy a phone. System down again. WTF! | Hey Claudia! We're here for you. Let's figure this out and get you hooked up with a new device. Send us a DM and we'll chat *ErikS
116758,@115913 @TMobileHelp deny clients to pay off bill 2 take advantage of #BlackFriday #3 Strikes @115911 #,TMobileHelp,@116758 @115913 You should be able to take advantage of our offers. Click on my picture https://t.co/Mww69Rzn7a to send me a DM so I can look into this with you. *AshleyNelson,deny clients to pay off bill 2 take advantage of Strikes #,You should be able to take advantage of our offers. Click on my picture to send me a DM so I can look into this with you. *AshleyNelson,deny clients to pay off bill 2 take advantage of Strikes # | You should be able to take advantage of our offers. Click on my picture to send me a DM so I can look into this with you. *AshleyNelson
116151,@TMobileHelp @115913 Hi any updates on porting the numbers over? See you in the DMs?,TMobileHelp,@116151 We've received your DM &amp; I just responded. I look forward to chatting. https://t.co/EdLkYIfmTn *MariahDaigle,Hi any updates on porting the numbers over? See you in the DMs?,We've received your DM &amp; I just responded. I look forward to chatting. *MariahDaigle,Hi any updates on porting the numbers over? See you in the DMs? | We've received your DM &amp; I just responded. I look forward to chatting. *MariahDaigle
116151,Everybody @115911 is making everybody go to store to get problems fix. Don’t tweet them. 8hours over 3 days trying to come back @115913,TMobileHelp,@116151 @115913 Please meet me back in DM. We'll work on this together. *ZachRicketts,Everybody is making everybody go to store to get problems fix. Don’t tweet them. 8hours over 3 days trying to come back,Please meet me back in DM. We'll work on this together. *ZachRicketts,Everybody is making everybody go to store to get problems fix. Don’t tweet them. 8hours over 3 days trying to come back | Please meet me back in DM. We'll work on this together. *ZachRicketts
116939,Can someone answer a question @tmobilehelp,TMobileHelp,@116939 We sure can send us a DM and we can chat! We are here for you :)  https://t.co/EHqYValTw3 *MichaelPhillips,Can someone answer a question,We sure can send us a DM and we can chat! We are here for you :) *MichaelPhillips,Can someone answer a question | We sure can send us a DM and we can chat! We are here for you :) *MichaelPhillips
116940,@TMobileHelp Says I can't DM you.,TMobileHelp,@116940 Oh no! even with tapping the link and then the box in the link? Let's try again! https://t.co/dPHUAru2pc *MikeVance,Says I can't DM you.,Oh no! even with tapping the link and then the box in the link? Let's try again! *MikeVance,Says I can't DM you. | Oh no! even with tapping the link and then the box in the link? Let's try again! *MikeVance
116940,Wow. @115911 just allowed someone to steal my phone number and told me they couldn't fix it unless they could call me on my phone number.,TMobileHelp,"@116940 Oh wow! That's no good at all! I appreciate you reaching out! Shoot me a DM, I'm your savior! *DannyHarvey",Wow. just allowed someone to steal my phone number and told me they couldn't fix it unless they could call me on my phone number.,"Oh wow! That's no good at all! I appreciate you reaching out! Shoot me a DM, I'm your savior! *DannyHarvey","Wow. just allowed someone to steal my phone number and told me they couldn't fix it unless they could call me on my phone number. | Oh wow! That's no good at all! I appreciate you reaching out! Shoot me a DM, I'm your savior! *DannyHarvey"
116940,@tmobilehelp You guys just gave my phone number away after I called in a put on a security alert. Someone needs to help me immediately.,TMobileHelp,@116940 Oh my! Send me a DM so we can go over this happening. https://t.co/dPHUAru2pc *MikeVance,You guys just gave my phone number away after I called in a put on a security alert. Someone needs to help me immediately.,Oh my! Send me a DM so we can go over this happening. *MikeVance,You guys just gave my phone number away after I called in a put on a security alert. Someone needs to help me immediately. | Oh my! Send me a DM so we can go over this happening. *MikeVance
116941,@115911 I have a few questions about a wearable I currently have with Verizon even tho I have switched to you recently,TMobileHelp,"@116941 Of course, Brandon. DM us, we'll be happy to help answer all your questions. *JoanO",I have a few questions about a wearable I currently have with Verizon even tho I have switched to you recently,"Of course, Brandon. DM us, we'll be happy to help answer all your questions. *JoanO","I have a few questions about a wearable I currently have with Verizon even tho I have switched to you recently | Of course, Brandon. DM us, we'll be happy to help answer all your questions. *JoanO"
116942,@115911 . I think ending the contests at 4 pm is too early. Not everyone lives on the West Coast.,TMobileHelp,"@116942 I hear you loud and clear Angie! Shoot me a DM, and we can voice your concerns! *DannyHarvey",. I think ending the contests at 4 pm is too early. Not everyone lives on the West Coast.,"I hear you loud and clear Angie! Shoot me a DM, and we can voice your concerns! *DannyHarvey",". I think ending the contests at 4 pm is too early. Not everyone lives on the West Coast. | I hear you loud and clear Angie! Shoot me a DM, and we can voice your concerns! *DannyHarvey"
116943,"@115911 @343 Just left BR and this did not work, had to pay full price 😔",TMobileHelp,"@116943 We appreciate you bringing this to our attention, Aten. DM us. We'll need to gather a few details. *GiselleM","Just left BR and this did not work, had to pay full price 😔","We appreciate you bringing this to our attention, Aten. DM us. We'll need to gather a few details. *GiselleM","Just left BR and this did not work, had to pay full price 😔 | We appreciate you bringing this to our attention, Aten. DM us. We'll need to gather a few details. *GiselleM"
116944,@TMobileHelp Hi sultan you mentioned I Should send you dm,TMobileHelp,@116944 Yes we would love to help you out! Send me a DM and we can get started. *KevinM,Hi sultan you mentioned I Should send you dm,Yes we would love to help you out! Send me a DM and we can get started. *KevinM,Hi sultan you mentioned I Should send you dm | Yes we would love to help you out! Send me a DM and we can get started. *KevinM
116944,@115911 @TMobileHelp sitting here with broken leg and frustrated no netflix on us promo still 😢,TMobileHelp,@116944 That's heart breaking to hear that your leg is broken! Send me a DM so we can see about #NetflixOnUS https://t.co/D4NKjg57yo *SultanGardezy,sitting here with broken leg and frustrated no netflix on us promo still 😢,That's heart breaking to hear that your leg is broken! Send me a DM so we can see about *SultanGardezy,sitting here with broken leg and frustrated no netflix on us promo still 😢 | That's heart breaking to hear that your leg is broken! Send me a DM so we can see about *SultanGardezy
116945,@115911 why can’t I get any service in my damn house,TMobileHelp,"@116945 It might be a number of things, please DM so we can take a closer look. *JohnWard",why can’t I get any service in my damn house,"It might be a number of things, please DM so we can take a closer look. *JohnWard","why can’t I get any service in my damn house | It might be a number of things, please DM so we can take a closer look. *JohnWard"
116946,@115911 @TMobileHelp I’m trying to apply my photo code and it’s not working.,TMobileHelp,@116946 Hey! I want you to get thanked! :D Shoot me a DM here https://t.co/QHDTFHxSPu and we’ll check it out! *KrystnYogi,I’m trying to apply my photo code and it’s not working.,Hey! I want you to get thanked! :D Shoot me a DM here and we’ll check it out! *KrystnYogi,I’m trying to apply my photo code and it’s not working. | Hey! I want you to get thanked! :D Shoot me a DM here and we’ll check it out! *KrystnYogi
116947,@115911 look at my download speed. Been like this for past 30 min! https://t.co/i84ZhYD24s,TMobileHelp,@116947 We'd love to take a closer look at what's happening. Please DM so we can help! *JohnWard,look at my download speed. Been like this for past 30 min!,We'd love to take a closer look at what's happening. Please DM so we can help! *JohnWard,look at my download speed. Been like this for past 30 min! | We'd love to take a closer look at what's happening. Please DM so we can help! *JohnWard
116948,"@115911 I've read some reviews that indoor coverage isn't great. As a working mom, I need consistent, reliable coverage.",TMobileHelp,@116948 Definitely hear you. Lisa. Shoot us a DM here and we'll take a closer look at coverage and talk specifics. 👍 *ValerieP,"I've read some reviews that indoor coverage isn't great. As a working mom, I need consistent, reliable coverage.",Definitely hear you. Lisa. Shoot us a DM here and we'll take a closer look at coverage and talk specifics. 👍 *ValerieP,"I've read some reviews that indoor coverage isn't great. As a working mom, I need consistent, reliable coverage. | Definitely hear you. Lisa. Shoot us a DM here and we'll take a closer look at coverage and talk specifics. 👍 *ValerieP"
116949,@115911 @115858 I love my new 8!!!! #NewPhoneFeels https://t.co/NN2EakBMY7,TMobileHelp,"@116949 Excellent!  If you have any questions just let us know, we're always a DM away :) *JohnWard",I love my new 8!!!!,"Excellent! If you have any questions just let us know, we're always a DM away :) *JohnWard","I love my new 8!!!! | Excellent! If you have any questions just let us know, we're always a DM away :) *JohnWard"
116950,"@115911 Netflix and chill, thanks to our #motomods https://t.co/XZxoR5h8FT",TMobileHelp,@116950 Love seeing that projection! Enjoy that device and mods! Send a DM if you ever need us. :) https://t.co/dPHUAru2pc *MikeVance,"Netflix and chill, thanks to our",Love seeing that projection! Enjoy that device and mods! Send a DM if you ever need us. :) *MikeVance,"Netflix and chill, thanks to our | Love seeing that projection! Enjoy that device and mods! Send a DM if you ever need us. :) *MikeVance"
117150,Worse experience @115911 0 customer service. 3 years of this?,TMobileHelp,"@117150 Hey, Abdul! We only want the best service for you at ALL times! Send us a DM, and we'll assist you! *KellenF",Worse experience 0 customer service. 3 years of this?,"Hey, Abdul! We only want the best service for you at ALL times! Send us a DM, and we'll assist you! *KellenF","Worse experience 0 customer service. 3 years of this? | Hey, Abdul! We only want the best service for you at ALL times! Send us a DM, and we'll assist you! *KellenF"
117158,@TMobileHelp How to set up fingerprint on my phone I got savsung galaxy j3prime,TMobileHelp,"@117158 No worries! The J3 doesn't have fingerprint security, but check out these anti-theft options! https://t.co/OMsod9U1kU *HillaryTurner",How to set up fingerprint on my phone I got savsung galaxy j3prime,"No worries! The J3 doesn't have fingerprint security, but check out these anti-theft options! *HillaryTurner","How to set up fingerprint on my phone I got savsung galaxy j3prime | No worries! The J3 doesn't have fingerprint security, but check out these anti-theft options! *HillaryTurner"
117158,@TMobileHelp What app should I put on my phone to do finger print on my phone,TMobileHelp,@117158 Glad you asked! Send a DM my way and I can help in a little more detail! :) https://t.co/senzStoecA *HillaryTurner,What app should I put on my phone to do finger print on my phone,Glad you asked! Send a DM my way and I can help in a little more detail! :) *HillaryTurner,What app should I put on my phone to do finger print on my phone | Glad you asked! Send a DM my way and I can help in a little more detail! :) *HillaryTurner
117172,@TMobileHelp @115913 I just did.. hope to get a resolution soon.,TMobileHelp,@117172 @115913 I've got your DM! I'll meet you there! *ZachRicketts,I just did.. hope to get a resolution soon.,I've got your DM! I'll meet you there! *ZachRicketts,I just did.. hope to get a resolution soon. | I've got your DM! I'll meet you there! *ZachRicketts
