customer_author,customer_text,company_author,company_reply,customer_clean,company_clean,thread_text
115724,".@VerizonSupport @115725 @115726                                                 &gt;All of VERIZON IS DOWN&lt;
When can we expect a fix ?",VerizonSupport,"@115724 In what area are you located? All of your services are down at this time?
^HSB",. &gt;All of VERIZON IS DOWN&lt; When can we expect a fix ?,In what area are you located? All of your services are down at this time? ^HSB,. &gt;All of VERIZON IS DOWN&lt; When can we expect a fix ? | In what area are you located? All of your services are down at this time? ^HSB
115727,@115725 fix your app it won't even open,VerizonSupport,"@115727 Which app are you referring too? 
^ACM",fix your app it won't even open,Which app are you referring too? ^ACM,fix your app it won't even open | Which app are you referring too? ^ACM
115988,@VerizonSupport no! it just says amount due $27.04,VerizonSupport,"@115988 Can you please follow and DM us. 
^ACM",no! it just says amount due $27.04,Can you please follow and DM us. ^ACM,no! it just says amount due $27.04 | Can you please follow and DM us. ^ACM
115988,Why am I still receiving a bill for oct when I disconnected by account on sept 20th? pls advise &amp; reverse the charges. @115722,VerizonSupport,"@115988 Does this bill say Final Bill?
^ACM",Why am I still receiving a bill for oct when I disconnected by account on sept 20th? pls advise &amp; reverse the charges.,Does this bill say Final Bill? ^ACM,Why am I still receiving a bill for oct when I disconnected by account on sept 20th? pls advise &amp; reverse the charges. | Does this bill say Final Bill? ^ACM
115989,"@VerizonSupport ever since I upgraded to Ulimited Data, my LTE speeds are TERRIBLE 😡 Is there a fix?!",VerizonSupport,"@115989 We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. They will be in touch. 
^HSB","ever since I upgraded to Ulimited Data, my LTE speeds are TERRIBLE 😡 Is there a fix?!",We'll refer this to our wireless colleagues since we handle Fios and DSL accounts. They will be in touch. ^HSB,"ever since I upgraded to Ulimited Data, my LTE speeds are TERRIBLE 😡 Is there a fix?! | We'll refer this to our wireless colleagues since we handle Fios and DSL accounts. They will be in touch. ^HSB"
115991,@verizonsupport why tf does my internet keep going down this is bullshit,VerizonSupport,"@115991 We can help right here. Follow and DM us.
^JAY",why tf does my internet keep going down this is bullshit,We can help right here. Follow and DM us. ^JAY,why tf does my internet keep going down this is bullshit | We can help right here. Follow and DM us. ^JAY
116210,"@115725 @VerizonSupport trying to sign up for autopay, your site tells me my checking account # must be min 12 characters. Mine is 9. So???",VerizonSupport,"@116210 Please verify if this is referring your Verizon account number and not your banking?
^JAY","trying to sign up for autopay, your site tells me my checking account # must be min 12 characters. Mine is 9. So???",Please verify if this is referring your Verizon account number and not your banking? ^JAY,"trying to sign up for autopay, your site tells me my checking account # must be min 12 characters. Mine is 9. So??? | Please verify if this is referring your Verizon account number and not your banking? ^JAY"
116211,@VerizonSupport I’m standing in front of it,VerizonSupport,"@116211 Press and hold the alarm silence / ONT reboot button for 30 seconds.
^ACM",I’m standing in front of it,Press and hold the alarm silence / ONT reboot button for 30 seconds. ^ACM,I’m standing in front of it | Press and hold the alarm silence / ONT reboot button for 30 seconds. ^ACM
116211,@VerizonSupport Didn’t work. Channels come up in guide (always have) by tv freezes when changing to anything under 523.,VerizonSupport,"@116211 Is your router up and working?
^JAY",Didn’t work. Channels come up in guide (always have) by tv freezes when changing to anything under 523.,Is your router up and working? ^JAY,Didn’t work. Channels come up in guide (always have) by tv freezes when changing to anything under 523. | Is your router up and working? ^JAY
116211,@VerizonSupport Problem has been consistently happening for about a month,VerizonSupport,"@116211 Do you know where your ONT is located? The backup battery system address.
^JAY",Problem has been consistently happening for about a month,Do you know where your ONT is located? The backup battery system address. ^JAY,Problem has been consistently happening for about a month | Do you know where your ONT is located? The backup battery system address. ^JAY
116211,@115722 I’ve lost my network channels and other channels are glitchy. Need help!,VerizonSupport,"@116211 We are here to help, is this happening on all your TV's or a specific one?
^ACM",I’ve lost my network channels and other channels are glitchy. Need help!,"We are here to help, is this happening on all your TV's or a specific one? ^ACM","I’ve lost my network channels and other channels are glitchy. Need help! | We are here to help, is this happening on all your TV's or a specific one? ^ACM"
116211,@VerizonSupport Same problem on both boxes,VerizonSupport,@116211 Have you made any recent changes to your package? ^NHP,Same problem on both boxes,Have you made any recent changes to your package? ^NHP,Same problem on both boxes | Have you made any recent changes to your package? ^NHP
116212,@VerizonSupport I’m on the phone with your tech now looks like I’ll be another day without internet,VerizonSupport,"@116212 We understand.
^JAY",I’m on the phone with your tech now looks like I’ll be another day without internet,We understand. ^JAY,I’m on the phone with your tech now looks like I’ll be another day without internet | We understand. ^JAY
116212,@115722 I have been without internet for two days and y’all gonna tell me to wait til tomorrow,VerizonSupport,"@116212 Are you back home now? If so, we would be glad to troubleshoot. Feel free to return to our chat.
^HSB",I have been without internet for two days and y’all gonna tell me to wait til tomorrow,"Are you back home now? If so, we would be glad to troubleshoot. Feel free to return to our chat. ^HSB","I have been without internet for two days and y’all gonna tell me to wait til tomorrow | Are you back home now? If so, we would be glad to troubleshoot. Feel free to return to our chat. ^HSB"
116652,"@VerizonSupport 1    &lt;1 ms    &lt;1 ms    &lt;1 ms  192.168.1.1 
  2     5 ms     1 ms     1 ms  https://t.co/Jq3Mbli8AZ [108.53.222.1] 
  3    10 ms     7 ms     7 ms  https://t.co/o3D5PeN7L8 [100.41.128.86] 
  4     *        *        *     Request timed out.
  5     5 ms     6 ms     6 ms",VerizonSupport,@116652 Looks like a minor increase in the Blizz network but nothing that should be causing you issue. ^RMD,1 &lt;1 ms &lt;1 ms &lt;1 ms 192.168.1.1 2 5 ms 1 ms 1 ms [108.53.222.1] 3 10 ms 7 ms 7 ms [100.41.128.86] 4 * * * Request timed out. 5 5 ms 6 ms 6 ms,Looks like a minor increase in the Blizz network but nothing that should be causing you issue. ^RMD,1 &lt;1 ms &lt;1 ms &lt;1 ms 192.168.1.1 2 5 ms 1 ms 1 ms [108.53.222.1] 3 10 ms 7 ms 7 ms [100.41.128.86] 4 * * * Request timed out. 5 5 ms 6 ms 6 ms | Looks like a minor increase in the Blizz network but nothing that should be causing you issue. ^RMD
116652,"@VerizonSupport yea I have, it appears to be routing to Washington and then to France",VerizonSupport,@116652 Could you post it here so we can assist you in verifying where the issue is? ^RMD,"yea I have, it appears to be routing to Washington and then to France",Could you post it here so we can assist you in verifying where the issue is? ^RMD,"yea I have, it appears to be routing to Washington and then to France | Could you post it here so we can assist you in verifying where the issue is? ^RMD"
116652,@VerizonSupport Was it you or Blizzard who broke the servers?,VerizonSupport,@116652 Let's take a look. Have you had a chance to run a tracert? ^RMD,Was it you or Blizzard who broke the servers?,Let's take a look. Have you had a chance to run a tracert? ^RMD,Was it you or Blizzard who broke the servers? | Let's take a look. Have you had a chance to run a tracert? ^RMD
116654,@116655 Heyo! I can't log into the BattleNet app nor Overwatch. I'm from northern NJ and a Fios user. It seems to be a running theme atm so if there is any other info you need let me know!,VerizonSupport,@116654 Have you had a chance to run a tracert? ^RMD,Heyo! I can't log into the BattleNet app nor Overwatch. I'm from northern NJ and a Fios user. It seems to be a running theme atm so if there is any other info you need let me know!,Have you had a chance to run a tracert? ^RMD,Heyo! I can't log into the BattleNet app nor Overwatch. I'm from northern NJ and a Fios user. It seems to be a running theme atm so if there is any other info you need let me know! | Have you had a chance to run a tracert? ^RMD
116656,@VerizonSupport Same reports on @116655 from other FiOS users around the north east.  Is this something Verizon is investigating or could join in on?  Been over 4 hours of outage for some. https://t.co/2Ecdop6zl1,VerizonSupport,@116656 Please follow and DM us. ^RMD,Same reports on from other FiOS users around the north east. Is this something Verizon is investigating or could join in on? Been over 4 hours of outage for some.,Please follow and DM us. ^RMD,Same reports on from other FiOS users around the north east. Is this something Verizon is investigating or could join in on? Been over 4 hours of outage for some. | Please follow and DM us. ^RMD
116656,"@116655 Myself and friends who can't connect all seem to be Verizon FIOS, so this could be an ISP thing.",VerizonSupport,@116656 We can certainly take a look. Have you had a chance to run a tracert?^RMD,"Myself and friends who can't connect all seem to be Verizon FIOS, so this could be an ISP thing.",We can certainly take a look. Have you had a chance to run a tracert?^RMD,"Myself and friends who can't connect all seem to be Verizon FIOS, so this could be an ISP thing. | We can certainly take a look. Have you had a chance to run a tracert?^RMD"
116658,@115722 Yes. I unplugged and plugged everything back in too.,VerizonSupport,"@116658 Is it doing this on your other TV's as well?
^ACM",Yes. I unplugged and plugged everything back in too.,Is it doing this on your other TV's as well? ^ACM,Yes. I unplugged and plugged everything back in too. | Is it doing this on your other TV's as well? ^ACM
116659,@VerizonSupport Nope. A few states away actually. The airbnb we're in doesn't have espnews so we signed in with our Verizon account to go to espn3 and watch. Doesn't allow us. Which I don't get since I know we have espnews back home,VerizonSupport,@116659 Are you connected to WiFi at all? Some shows are not available outside of your home network as well. ^RMD,Nope. A few states away actually. The airbnb we're in doesn't have espnews so we signed in with our Verizon account to go to espn3 and watch. Doesn't allow us. Which I don't get since I know we have espnews back home,Are you connected to WiFi at all? Some shows are not available outside of your home network as well. ^RMD,Nope. A few states away actually. The airbnb we're in doesn't have espnews so we signed in with our Verizon account to go to espn3 and watch. Doesn't allow us. Which I don't get since I know we have espnews back home | Are you connected to WiFi at all? Some shows are not available outside of your home network as well. ^RMD
116659,It is so irritating that @115725 won't let me stream this game on espnews on https://t.co/9BVVRDqTL0 even though I have espnews back home. Makes no sense,VerizonSupport,"@116659 What message you getting when you try to stream?
^ACM",It is so irritating that won't let me stream this game on espnews on even though I have espnews back home. Makes no sense,What message you getting when you try to stream? ^ACM,It is so irritating that won't let me stream this game on espnews on even though I have espnews back home. Makes no sense | What message you getting when you try to stream? ^ACM
116660,"@VerizonSupport I just tried from a wired connection. Download speed at 153 mpbs, upload speed hovered at 0.5 mbps before ultimately asking me to try again later. I tried again and download speed hovered at 5 mbps and eventually failed.",VerizonSupport,@116660 Please follow and DM us. ^RMD,"I just tried from a wired connection. Download speed at 153 mpbs, upload speed hovered at 0.5 mbps before ultimately asking me to try again later. I tried again and download speed hovered at 5 mbps and eventually failed.",Please follow and DM us. ^RMD,"I just tried from a wired connection. Download speed at 153 mpbs, upload speed hovered at 0.5 mbps before ultimately asking me to try again later. I tried again and download speed hovered at 5 mbps and eventually failed. | Please follow and DM us. ^RMD"
116660,"@VerizonSupport Hi Jay, I was using the my Fios app",VerizonSupport,@116660 Is it possible we can run this test from a wired connection to see what we are getting there? ^RMD,"Hi Jay, I was using the my Fios app",Is it possible we can run this test from a wired connection to see what we are getting there? ^RMD,"Hi Jay, I was using the my Fios app | Is it possible we can run this test from a wired connection to see what we are getting there? ^RMD"
116660,@VerizonSupport @115725 ... when your “gigabit” internet is so slow that the Verizon speed test fails repeatedly... https://t.co/qsg0ov6rXp,VerizonSupport,"@116660 That's strange can you try a different browser and redo the test? 
^JAY",... when your “gigabit” internet is so slow that the Verizon speed test fails repeatedly...,That's strange can you try a different browser and redo the test? ^JAY,... when your “gigabit” internet is so slow that the Verizon speed test fails repeatedly... | That's strange can you try a different browser and redo the test? ^JAY
116661,"@VerizonSupport All tvs, its a local channel so it's part of my basic service",VerizonSupport,"@116661 Do you know where your back up battery is located?
^JAY","All tvs, its a local channel so it's part of my basic service",Do you know where your back up battery is located? ^JAY,"All tvs, its a local channel so it's part of my basic service | Do you know where your back up battery is located? ^JAY"
116661,"@VerizonSupport Yes. Guide for 466, the programs are airing on 506. 506 guide doesn't correspond to anything https://t.co/pDEGjNS9ox",VerizonSupport,@116661 Seems that channel is in the process of moving. It will match up again within the next couple of days. ^RMD,"Yes. Guide for 466, the programs are airing on 506. 506 guide doesn't correspond to anything",Seems that channel is in the process of moving. It will match up again within the next couple of days. ^RMD,"Yes. Guide for 466, the programs are airing on 506. 506 guide doesn't correspond to anything | Seems that channel is in the process of moving. It will match up again within the next couple of days. ^RMD"
116661,"@VerizonSupport No, it's not selectable on guide or directly entering #. It goes to 455 instead",VerizonSupport,"@116661 Is this happening on all TV's? It sounds like it could be a setting on the guide that could be skipping it if its not a part of your paid service.
^JAY","No, it's not selectable on guide or directly entering #. It goes to 455 instead",Is this happening on all TV's? It sounds like it could be a setting on the guide that could be skipping it if its not a part of your paid service. ^JAY,"No, it's not selectable on guide or directly entering #. It goes to 455 instead | Is this happening on all TV's? It sounds like it could be a setting on the guide that could be skipping it if its not a part of your paid service. ^JAY"
116661,"@VerizonSupport No message, can't tune to it at all",VerizonSupport,"@116661 Does that channel appear on your guide?
^NHP","No message, can't tune to it at all",Does that channel appear on your guide? ^NHP,"No message, can't tune to it at all | Does that channel appear on your guide? ^NHP"
116661,"@VerizonSupport Channel 506 is WBIN-TV, it was 466 which data is right",VerizonSupport,"@116661 Are you stating that 466 is not available to you? 
^ADP","Channel 506 is WBIN-TV, it was 466 which data is right",Are you stating that 466 is not available to you? ^ADP,"Channel 506 is WBIN-TV, it was 466 which data is right | Are you stating that 466 is not available to you? ^ADP"
116661,@VerizonSupport can you fix the guide data for channel 506 WBIN-TV. The correct info is listed on channel 466 still which is no longer available,VerizonSupport,"@116661 The broadcaster (WBIN) gives us what to put on the guide, we cannot change it.  There might be an out of Sync issue however.  Unplug an unscrew the COAX on the back of your router.  Wait 2 min then plug back up.  Once the internet comes back do the same to the cable box.
^ACM",can you fix the guide data for channel 506 WBIN-TV. The correct info is listed on channel 466 still which is no longer available,"The broadcaster (WBIN) gives us what to put on the guide, we cannot change it. There might be an out of Sync issue however. Unplug an unscrew the COAX on the back of your router. Wait 2 min then plug back up. Once the internet comes back do the same to the cable box. ^ACM","can you fix the guide data for channel 506 WBIN-TV. The correct info is listed on channel 466 still which is no longer available | The broadcaster (WBIN) gives us what to put on the guide, we cannot change it. There might be an out of Sync issue however. Unplug an unscrew the COAX on the back of your router. Wait 2 min then plug back up. Once the internet comes back do the same to the cable box. ^ACM"
116662,"@116655 Heyy so I am having trouble connecting from central jersey on fios, saw that others are having issues as well?",VerizonSupport,"@116662 After testing the trace-routes, there is an issue with Blizzards Servers right now, it is not on our end. Please reach out to them for assistance/updates. ^ACM","Heyy so I am having trouble connecting from central jersey on fios, saw that others are having issues as well?","After testing the trace-routes, there is an issue with Blizzards Servers right now, it is not on our end. Please reach out to them for assistance/updates. ^ACM","Heyy so I am having trouble connecting from central jersey on fios, saw that others are having issues as well? | After testing the trace-routes, there is an issue with Blizzards Servers right now, it is not on our end. Please reach out to them for assistance/updates. ^ACM"
116750,@115722 I've reached out to anyone who would talk to me. #pathetic #gfy,VerizonSupport,@116750 Please reach our Financial Services group at 888-780-3962. ^RMD,I've reached out to anyone who would talk to me.,Please reach our Financial Services group at 888-780-3962. ^RMD,I've reached out to anyone who would talk to me. | Please reach our Financial Services group at 888-780-3962. ^RMD
117008,@VerizonSupport After 2 hours of customer service we finally fixed it thankfully our contract is up and we will not be renewed with you guys,VerizonSupport,"@117008 We sincerely would like to keep you as a customer. 
^NHP",After 2 hours of customer service we finally fixed it thankfully our contract is up and we will not be renewed with you guys,We sincerely would like to keep you as a customer. ^NHP,After 2 hours of customer service we finally fixed it thankfully our contract is up and we will not be renewed with you guys | We sincerely would like to keep you as a customer. ^NHP
117008,Trying to do my presentation and my whole entire house has no internet ...wonderful just wonderful @VerizonSupport get it together,VerizonSupport,"@117008 What color are the lights on the router?
^JAY",Trying to do my presentation and my whole entire house has no internet ...wonderful just wonderful get it together,What color are the lights on the router? ^JAY,Trying to do my presentation and my whole entire house has no internet ...wonderful just wonderful get it together | What color are the lights on the router? ^JAY
117308,@115722 why is @699 doing this 🤨 never had this problem before 🤔 https://t.co/C7C5tYh1nf,VerizonSupport,"@117308 Our apologies as we have no control how they choose to provide their content. You can try searching from the guide using the ""B"" button for your local line up.  ^JRA",why is doing this 🤨 never had this problem before 🤔,"Our apologies as we have no control how they choose to provide their content. You can try searching from the guide using the ""B"" button for your local line up. ^JRA","why is doing this 🤨 never had this problem before 🤔 | Our apologies as we have no control how they choose to provide their content. You can try searching from the guide using the ""B"" button for your local line up. ^JRA"
116409,"Hey @115722, how you doin' baby? @115900 is out tonight...wanna hook up? #LiveWire",VerizonSupport,"@116409 Doin' well. We should, check out the promos we have for new customers at https://t.co/Z88A7NWy7B  ^JRA","Hey , how you doin' baby? is out tonight...wanna hook up?","Doin' well. We should, check out the promos we have for new customers at ^JRA","Hey , how you doin' baby? is out tonight...wanna hook up? | Doin' well. We should, check out the promos we have for new customers at ^JRA"
117309,@115722 So there is no reimbursement for customer paying extra to be able to watch it? #verizon #Univision,VerizonSupport,@117309 We can have you work with an agent. Send us a DM so we may verify your info to get started. ^JRA,So there is no reimbursement for customer paying extra to be able to watch it?,We can have you work with an agent. Send us a DM so we may verify your info to get started. ^JRA,So there is no reimbursement for customer paying extra to be able to watch it? | We can have you work with an agent. Send us a DM so we may verify your info to get started. ^JRA
117311,"@VerizonSupport After trying for 4 hours, I was told I would get a call back in the morning because the departments have now all left",VerizonSupport,@117311 Do you happen to have a confirmation email regarding your order? ^JRA,"After trying for 4 hours, I was told I would get a call back in the morning because the departments have now all left",Do you happen to have a confirmation email regarding your order? ^JRA,"After trying for 4 hours, I was told I would get a call back in the morning because the departments have now all left | Do you happen to have a confirmation email regarding your order? ^JRA"
117311,@VerizonSupport The order was not completed because there was an issue regarding my address not showing up in the system which multiple people could not fix https://t.co/75F8uCOmbU,VerizonSupport,"@117311 Please click the link below so we can access your information. ^NHP
https://t.co/IdZfP3Z8v7",The order was not completed because there was an issue regarding my address not showing up in the system which multiple people could not fix,Please click the link below so we can access your information. ^NHP,The order was not completed because there was an issue regarding my address not showing up in the system which multiple people could not fix | Please click the link below so we can access your information. ^NHP
117311,"@VerizonSupport It’s not an online order. I tried to make a triple play order via telephone services, got disconnected, and the order can not be found now",VerizonSupport,"@117311 Understood. Were you given an order number?
^JAY","It’s not an online order. I tried to make a triple play order via telephone services, got disconnected, and the order can not be found now",Understood. Were you given an order number? ^JAY,"It’s not an online order. I tried to make a triple play order via telephone services, got disconnected, and the order can not be found now | Understood. Were you given an order number? ^JAY"
117311,@VerizonSupport The order was not completed because there was an issue regarding my address not showing up in the system which multiple people could not fix https://t.co/qmJSKw54vS,VerizonSupport,"@117311 We will take a look on our end to make sure everything that can be done is being done. We'll reach out to you if we are able find it.
^JAY",The order was not completed because there was an issue regarding my address not showing up in the system which multiple people could not fix,We will take a look on our end to make sure everything that can be done is being done. We'll reach out to you if we are able find it. ^JAY,The order was not completed because there was an issue regarding my address not showing up in the system which multiple people could not fix | We will take a look on our end to make sure everything that can be done is being done. We'll reach out to you if we are able find it. ^JAY
117311,@VerizonSupport is driving me through the wall with how the way my pending order is NOT going,VerizonSupport,"@117311 When you check your order online, what message are you getting? ^RMD",is driving me through the wall with how the way my pending order is NOT going,"When you check your order online, what message are you getting? ^RMD","is driving me through the wall with how the way my pending order is NOT going | When you check your order online, what message are you getting? ^RMD"
117312,"@VerizonSupport when I check my voice mail it says that ""voicemail is not active"" - how do I activate it?",VerizonSupport,@117312 Is this for Fios or Wireless (mobile) service? ^DDD,"when I check my voice mail it says that ""voicemail is not active"" - how do I activate it?",Is this for Fios or Wireless (mobile) service? ^DDD,"when I check my voice mail it says that ""voicemail is not active"" - how do I activate it? | Is this for Fios or Wireless (mobile) service? ^DDD"
117368,@VerizonSupport They just know we all have so many problems.,VerizonSupport,@117368 Help is here! How can we assist? ^DDG,They just know we all have so many problems.,Help is here! How can we assist? ^DDG,They just know we all have so many problems. | Help is here! How can we assist? ^DDG
117403,Poor @116136 can't make a reliable internet connection! I'm embarrassed by my routers recent performance. Calling @115725  tomorrow - Sad!,VerizonSupport,@117403 Looking forward to having you with the Fios Family. Check out the promos we have for new customers at https://t.co/ISCLJlAEd9  ^JRA,Poor can't make a reliable internet connection! I'm embarrassed by my routers recent performance. Calling tomorrow - Sad!,Looking forward to having you with the Fios Family. Check out the promos we have for new customers at ^JRA,Poor can't make a reliable internet connection! I'm embarrassed by my routers recent performance. Calling tomorrow - Sad! | Looking forward to having you with the Fios Family. Check out the promos we have for new customers at ^JRA
117595,@VerizonSupport Wireless. Customer service had to cancel my online order. I'm at the store now trying again.,VerizonSupport,@117595 We will get @115990 added so they can take a look for you while you are there as well. ^RMD,Wireless. Customer service had to cancel my online order. I'm at the store now trying again.,We will get added so they can take a look for you while you are there as well. ^RMD,Wireless. Customer service had to cancel my online order. I'm at the store now trying again. | We will get added so they can take a look for you while you are there as well. ^RMD
117595,"@VerizonSupport As a user (but not owner) on a business account, the process of ordering a new phone has been extremely frustrating.",VerizonSupport,"@117595 Hello Harry, Are you referencing a wireless or landline?
^NHP","As a user (but not owner) on a business account, the process of ordering a new phone has been extremely frustrating.","Hello Harry, Are you referencing a wireless or landline? ^NHP","As a user (but not owner) on a business account, the process of ordering a new phone has been extremely frustrating. | Hello Harry, Are you referencing a wireless or landline? ^NHP"
116211,@VerizonSupport What is it you want me to do?,VerizonSupport,"@116211 Are you able to reseat the connections at your main splitter if you know where it is? This should make for better contact. 
^JRA",What is it you want me to do?,Are you able to reseat the connections at your main splitter if you know where it is? This should make for better contact. ^JRA,What is it you want me to do? | Are you able to reseat the connections at your main splitter if you know where it is? This should make for better contact. ^JRA
116211,@VerizonSupport It’s on the outside wall. Every connection is tight. https://t.co/ZBGuWBgLcI,VerizonSupport,@116211 Please click the chat link to open it right back up so we can get you back with the same agent. ^RMD,It’s on the outside wall. Every connection is tight.,Please click the chat link to open it right back up so we can get you back with the same agent. ^RMD,It’s on the outside wall. Every connection is tight. | Please click the chat link to open it right back up so we can get you back with the same agent. ^RMD
116211,@VerizonSupport Apparently not. I’m back in a hold queue on the secured link.,VerizonSupport,@116211 your main coax splitter is located to reseat the connections?  ^JRA https://t.co/Dj8fmN3YCA,Apparently not. I’m back in a hold queue on the secured link.,your main coax splitter is located to reseat the connections? ^JRA,Apparently not. I’m back in a hold queue on the secured link. | your main coax splitter is located to reseat the connections? ^JRA
116211,"@VerizonSupport I’m sick of being on hold with your online chat. Fix your chat process. Oh, fix my fios while you’re at it.",VerizonSupport,"@116211 Our apologies, as we see 1 pending for the next agent. Have you gotten an agent yet? ^JRA","I’m sick of being on hold with your online chat. Fix your chat process. Oh, fix my fios while you’re at it.","Our apologies, as we see 1 pending for the next agent. Have you gotten an agent yet? ^JRA","I’m sick of being on hold with your online chat. Fix your chat process. Oh, fix my fios while you’re at it. | Our apologies, as we see 1 pending for the next agent. Have you gotten an agent yet? ^JRA"
117596,@VerizonSupport We have - but you’re not available here... wish you were,VerizonSupport,"@117596 Understood, we do appreciate your interest in Fios. Fingers crossed we will be available in the near future. Have a great evening! ^JRA",We have - but you’re not available here... wish you were,"Understood, we do appreciate your interest in Fios. Fingers crossed we will be available in the near future. Have a great evening! ^JRA","We have - but you’re not available here... wish you were | Understood, we do appreciate your interest in Fios. Fingers crossed we will be available in the near future. Have a great evening! ^JRA"
117596,@comcastcares I’ve had no Comcast internet or tv service for days now - but I have a verizon phone - can you help me watch the World Series game???,VerizonSupport,@117596 Have you considered Fios. Check our availability in your area at https://t.co/nbbGJDTYjX We'd love to have you with us. ^JRA,I’ve had no Comcast internet or tv service for days now - but I have a verizon phone - can you help me watch the World Series game???,Have you considered Fios. Check our availability in your area at We'd love to have you with us. ^JRA,I’ve had no Comcast internet or tv service for days now - but I have a verizon phone - can you help me watch the World Series game??? | Have you considered Fios. Check our availability in your area at We'd love to have you with us. ^JRA
117737,@VerizonSupport What does that mean? We have a DVR cable box that stopped working after having it for 2 months. They sent a replacement.,VerizonSupport,@117737 Not sure how that was sent out but we do apologize if that was how it arrived. Were we looking to replace that box at this time? ^RMD,What does that mean? We have a DVR cable box that stopped working after having it for 2 months. They sent a replacement.,Not sure how that was sent out but we do apologize if that was how it arrived. Were we looking to replace that box at this time? ^RMD,What does that mean? We have a DVR cable box that stopped working after having it for 2 months. They sent a replacement. | Not sure how that was sent out but we do apologize if that was how it arrived. Were we looking to replace that box at this time? ^RMD
117737,"@VerizonSupport Yes, the box needed to be replaced.",VerizonSupport,"@117737 Great, follow us and send a DM so we may verify your info and get this taken care of.  ^JRA","Yes, the box needed to be replaced.","Great, follow us and send a DM so we may verify your info and get this taken care of. ^JRA","Yes, the box needed to be replaced. | Great, follow us and send a DM so we may verify your info and get this taken care of. ^JRA"
