customer_author,customer_text,company_author,company_reply,customer_clean,company_clean,thread_text
115864,@AppleSupport I have the iPhone 6s Plus and just did the most recent update.,AppleSupport,"@115864 To make sure, is iOS 11.1 installed on it currently? Also, any steps tried so far? DM us here: https://t.co/GDrqU22YpT",I have the iPhone 6s Plus and just did the most recent update.,"To make sure, is iOS 11.1 installed on it currently? Also, any steps tried so far? DM us here:","I have the iPhone 6s Plus and just did the most recent update. | To make sure, is iOS 11.1 installed on it currently? Also, any steps tried so far? DM us here:"
115864,Thank you @AppleSupport I updated my phone and now it is even slower and barely works. Thank you for ruining my phone.😤,AppleSupport,"@115864 We'd like to help, but we'll need more details. What's happening on your device and which model is it? Do you have iOS 11.1?",Thank you I updated my phone and now it is even slower and barely works. Thank you for ruining my phone.😤,"We'd like to help, but we'll need more details. What's happening on your device and which model is it? Do you have iOS 11.1?","Thank you I updated my phone and now it is even slower and barely works. Thank you for ruining my phone.😤 | We'd like to help, but we'll need more details. What's happening on your device and which model is it? Do you have iOS 11.1?"
115865,@AppleSupport I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁@AppleSupport,AppleSupport,@115865 Hi there! What type of device are we working with?,I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁,Hi there! What type of device are we working with?,I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁 | Hi there! What type of device are we working with?
115865,Hola @AppleSupport necesito urgente la actualización de software. La batería me dura literal medio día 🙍🏼🙇🏼‍♀️,AppleSupport,@115865 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Hola necesito urgente la actualización de software. La batería me dura literal medio día 🙍🏼🙇🏼‍♀️,We offer support via Twitter in English. Get help in Spanish here: or join,Hola necesito urgente la actualización de software. La batería me dura literal medio día 🙍🏼🙇🏼‍♀️ | We offer support via Twitter in English. Get help in Spanish here: or join
115866,@AppleSupport Hi! What is going on? Has Youtube lost it? What can be done about it? Thanks for the support! https://t.co/T8ZZp4IH6t,AppleSupport,@115866 We want to help! DM us and let us know more about the issues you are having. https://t.co/GDrqU22YpT,Hi! What is going on? Has Youtube lost it? What can be done about it? Thanks for the support!,We want to help! DM us and let us know more about the issues you are having.,Hi! What is going on? Has Youtube lost it? What can be done about it? Thanks for the support! | We want to help! DM us and let us know more about the issues you are having.
115868,MY HOME BUTTON DOESN’T WORK #IOS11 @AppleSupport,AppleSupport,@115868 Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?,MY HOME BUTTON DOESN’T WORK,Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?,MY HOME BUTTON DOESN’T WORK | Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?
115869,Hey @115858! Last time I downloaded an update my freaking phone gave me hell. Any recommendations?,AppleSupport,@115869 We're here to help. Meet us in DM and we can check on available options. https://t.co/GDrqU22YpT,Hey ! Last time I downloaded an update my freaking phone gave me hell. Any recommendations?,We're here to help. Meet us in DM and we can check on available options.,Hey ! Last time I downloaded an update my freaking phone gave me hell. Any recommendations? | We're here to help. Meet us in DM and we can check on available options.
115870,@AppleSupport I can not find an option to get it there. It was just always there when playing.,AppleSupport,@115870 DM us the specific iOS version you are running currently and we'll continue there. https://t.co/GDrqU22YpT,I can not find an option to get it there. It was just always there when playing.,DM us the specific iOS version you are running currently and we'll continue there.,I can not find an option to get it there. It was just always there when playing. | DM us the specific iOS version you are running currently and we'll continue there.
115870,@AppleSupport The app is still there. But no longer able to control it from the lockscreen.,AppleSupport,"@115870 Just to confirm, this is only happening with Spotify, correct?",The app is still there. But no longer able to control it from the lockscreen.,"Just to confirm, this is only happening with Spotify, correct?","The app is still there. But no longer able to control it from the lockscreen. | Just to confirm, this is only happening with Spotify, correct?"
115870,After update #ios1103 no spotify on my lock screen?@AppleSupport,AppleSupport,@115870 Thanks for reaching out to us. Are you experiencing the missing app after restating your device?,After update no spotify on my lock screen?,Thanks for reaching out to us. Are you experiencing the missing app after restating your device?,After update no spotify on my lock screen? | Thanks for reaching out to us. Are you experiencing the missing app after restating your device?
115871,I just need @115858 to do something about the battery life because it sucks ass,AppleSupport,@115871 We want to help you get your battery life back on track. Please DM and we'll look at it together. https://t.co/GDrqU22YpT,I just need to do something about the battery life because it sucks ass,We want to help you get your battery life back on track. Please DM and we'll look at it together.,I just need to do something about the battery life because it sucks ass | We want to help you get your battery life back on track. Please DM and we'll look at it together.
116097,"Why does my I️ not work ?! 
@115858 please fix this!!!",AppleSupport,@116097 We'd like to look into this with you. Please DM us your current iOS version and your iPhone model. https://t.co/GDrqU22YpT,Why does my I️ not work ?! please fix this!!!,We'd like to look into this with you. Please DM us your current iOS version and your iPhone model.,Why does my I️ not work ?! please fix this!!! | We'd like to look into this with you. Please DM us your current iOS version and your iPhone model.
116098,@AppleSupport I️ just updated it and it’s still coming up https://t.co/22RZsQyTbh,AppleSupport,@116098 Let's dig into this further with you. DM us and we'll continue there.,I️ just updated it and it’s still coming up,Let's dig into this further with you. DM us and we'll continue there.,I️ just updated it and it’s still coming up | Let's dig into this further with you. DM us and we'll continue there.
116098,Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ @115858 @AppleSupport #anybody https://t.co/urzAfSZL5z,AppleSupport,"@116098 We definitely understand your concern. Please backup your iPhone, update and let us know the result: https://t.co/ahjigcvFRG",Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️,"We definitely understand your concern. Please backup your iPhone, update and let us know the result:","Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ | We definitely understand your concern. Please backup your iPhone, update and let us know the result:"
116099,iOS 11 is killing my battery @115858. Fix it.,AppleSupport,@116099 We're here to help. Which exact iOS version is your device running? This info can be found under Settings &gt; General &gt; About.,iOS 11 is killing my battery . Fix it.,We're here to help. Which exact iOS version is your device running? This info can be found under Settings &gt; General &gt; About.,iOS 11 is killing my battery . Fix it. | We're here to help. Which exact iOS version is your device running? This info can be found under Settings &gt; General &gt; About.
116100,"@AppleSupport Thanks, thing is I still have like 81 cents in credit and won't let me do that until I have zero credit",AppleSupport,@116100 Try contacting our iTunes Store team here for more help: https://t.co/SDIe7UiyJN,"Thanks, thing is I still have like 81 cents in credit and won't let me do that until I have zero credit",Try contacting our iTunes Store team here for more help:,"Thanks, thing is I still have like 81 cents in credit and won't let me do that until I have zero credit | Try contacting our iTunes Store team here for more help:"
116100,"@AppleSupport Hello, I need some help regarding the region change on my Apple ID",AppleSupport,@116100 This article should help with that: https://t.co/usOJWy6ChP,"Hello, I need some help regarding the region change on my Apple ID",This article should help with that:,"Hello, I need some help regarding the region change on my Apple ID | This article should help with that:"
116101,"@AppleSupport it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone",AppleSupport,@116101 Thanks for clarifying. Let's meet in DM so we can do more in-depth on this. https://t.co/GDrqU22YpT,"it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone",Thanks for clarifying. Let's meet in DM so we can do more in-depth on this.,"it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone | Thanks for clarifying. Let's meet in DM so we can do more in-depth on this."
116101,@AppleSupport why is my home sharing not working and how do i fix it,AppleSupport,@116101 We're happy to help. Has Home Sharing worked with these devices before?,why is my home sharing not working and how do i fix it,We're happy to help. Has Home Sharing worked with these devices before?,why is my home sharing not working and how do i fix it | We're happy to help. Has Home Sharing worked with these devices before?
116102,"@AppleSupport iPhone 6, yes ios11. Checked for updates, none available. I’ve swiped up to close the app several times and I’ve restarted it 2x",AppleSupport,"@116102 To make sure, is iOS 11.1 showing here: Settings &gt; General &gt; About &gt; Version? Please DM us the answer here: https://t.co/GDrqU22YpT","iPhone 6, yes ios11. Checked for updates, none available. I’ve swiped up to close the app several times and I’ve restarted it 2x","To make sure, is iOS 11.1 showing here: Settings &gt; General &gt; About &gt; Version? Please DM us the answer here:","iPhone 6, yes ios11. Checked for updates, none available. I’ve swiped up to close the app several times and I’ve restarted it 2x | To make sure, is iOS 11.1 showing here: Settings &gt; General &gt; About &gt; Version? Please DM us the answer here:"
116103,@AppleSupport @116102 Battery life just got worst.,AppleSupport,"@116103 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT",Battery life just got worst.,"We'll make sure to get this straightened out. DM us, and we'll see you there.","Battery life just got worst. | We'll make sure to get this straightened out. DM us, and we'll see you there."
116102,"@AppleSupport I just get a white screen and nothing loads. After a short time, it just closes/crashes. Thanks for the reply.",AppleSupport,@116102 Which model do you have and is iOS 11.1 installed on it? Any steps tried so far?,"I just get a white screen and nothing loads. After a short time, it just closes/crashes. Thanks for the reply.",Which model do you have and is iOS 11.1 installed on it? Any steps tried so far?,"I just get a white screen and nothing loads. After a short time, it just closes/crashes. Thanks for the reply. | Which model do you have and is iOS 11.1 installed on it? Any steps tried so far?"
116102,@115858 my PHONE app doesn’t work. Thank you for updating my #iPhone to an #ipod,AppleSupport,@116102 We want you to be able to make calls on the iPhone. What exactly is going on with the Phone app?,my PHONE app doesn’t work. Thank you for updating my to an,We want you to be able to make calls on the iPhone. What exactly is going on with the Phone app?,my PHONE app doesn’t work. Thank you for updating my to an | We want you to be able to make calls on the iPhone. What exactly is going on with the Phone app?
116104,@AppleSupport why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?,AppleSupport,@116104 Let us look into that. What device and OS version are you using?,why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?,Let us look into that. What device and OS version are you using?,why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job? | Let us look into that. What device and OS version are you using?
116105,@115858 if my words even mean a thing to you; I am an iPhone 7 owner and have updated to your latest software and now am having the most dropped calls in history and glitch’s such as apps randomly opening and more ... #iHelp,AppleSupport,@116105  We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,if my words even mean a thing to you; I am an iPhone 7 owner and have updated to your latest software and now am having the most dropped calls in history and glitch’s such as apps randomly opening and more ...,We want to help. Send us a DM letting us know if you are updated to iOS 11.1,if my words even mean a thing to you; I am an iPhone 7 owner and have updated to your latest software and now am having the most dropped calls in history and glitch’s such as apps randomly opening and more ... | We want to help. Send us a DM letting us know if you are updated to iOS 11.1
116106,@AppleSupport epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?,AppleSupport,@116106 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?,We offer support via Twitter in English. Contact us for help in your preferred language here:,epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ? | We offer support via Twitter in English. Contact us for help in your preferred language here:
116107,@AppleSupport No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that,AppleSupport,@116107 Please keep us posted afterwards.,No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that,Please keep us posted afterwards.,No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that | Please keep us posted afterwards.
116107,why won’t my apps fuccin download or update @AppleSupport,AppleSupport,@116107 Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it?,why won’t my apps fuccin download or update,Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it?,why won’t my apps fuccin download or update | Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it?
116332,@AppleSupport $100 billion says that solves my problem? I’m on 11.0.3 currently. Hold please.,AppleSupport,@116332 Let us know and we'll continue from there. https://t.co/GDrqU22YpT,$100 billion says that solves my problem? I’m on 11.0.3 currently. Hold please.,Let us know and we'll continue from there.,$100 billion says that solves my problem? I’m on 11.0.3 currently. Hold please. | Let us know and we'll continue from there.
116332,"Cupertino, we have a problem. .@115858 .@116333 .@AppleSupport .@190 https://t.co/ImMcJ8QsTM",AppleSupport,@116332 We'd like to see what we can do to assist. What version of iOS are you currently running? We released iOS 11.1 today.,"Cupertino, we have a problem. . . . .",We'd like to see what we can do to assist. What version of iOS are you currently running? We released iOS 11.1 today.,"Cupertino, we have a problem. . . . . | We'd like to see what we can do to assist. What version of iOS are you currently running? We released iOS 11.1 today."
116334,"@AppleSupport Yes, after the update. I Phone 7",AppleSupport,@116334 Got it. Does this happen while using any particular App or feature? Let us know via a DM. We’ll keep moving forward from there. https://t.co/GDrqU22YpT,"Yes, after the update. I Phone 7",Got it. Does this happen while using any particular App or feature? Let us know via a DM. We’ll keep moving forward from there.,"Yes, after the update. I Phone 7 | Got it. Does this happen while using any particular App or feature? Let us know via a DM. We’ll keep moving forward from there."
116334,"@AppleSupport why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life",AppleSupport,"@116334 Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?","why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life","Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?","why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life | Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?"
116335,@AppleSupport But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.,AppleSupport,@116335 We certainly want to take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT,But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.,We certainly want to take a closer look into this issue. Select the following link to join us in a DM and we'll go from there.,But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone. | We certainly want to take a closer look into this issue. Select the following link to join us in a DM and we'll go from there.
116335,@AppleSupport watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.,AppleSupport,@116335 You should still be able to control Music on your iPhone from the watch. Check out the user guide here: https://t.co/vRQnmrhVHj,watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.,You should still be able to control Music on your iPhone from the watch. Check out the user guide here:,watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless. | You should still be able to control Music on your iPhone from the watch. Check out the user guide here:
116336,"It’s been a few days since @115858 made me update my phone’s operating system. Now constantly glitching, hmm 🤔 I’m shocked!",AppleSupport,@116336 Hi there! iOS 11.1 was released earlier today containing some bug fixes. Let's back up and update: https://t.co/80YRnjDFDk,"It’s been a few days since made me update my phone’s operating system. Now constantly glitching, hmm 🤔 I’m shocked!",Hi there! iOS 11.1 was released earlier today containing some bug fixes. Let's back up and update:,"It’s been a few days since made me update my phone’s operating system. Now constantly glitching, hmm 🤔 I’m shocked! | Hi there! iOS 11.1 was released earlier today containing some bug fixes. Let's back up and update:"
116337,@AppleSupport iOS 11.1 it’s been getting worse for a few months now,AppleSupport,@116337 Please meet with us in DM. We'd like to gather some additional details from you. https://t.co/GDrqU22YpT,iOS 11.1 it’s been getting worse for a few months now,Please meet with us in DM. We'd like to gather some additional details from you.,iOS 11.1 it’s been getting worse for a few months now | Please meet with us in DM. We'd like to gather some additional details from you.
116337,Question- @249 @115858 my iPhone6 dies very quick (have to charge it 3 times a day) my iPhone5 battery was faulty. Could this be the same?,AppleSupport,"@116337 We know how important your battery is &amp; we'll be happy to help. Which iOS version are you using? Also, when did this issue begin?",Question- my iPhone6 dies very quick (have to charge it 3 times a day) my iPhone5 battery was faulty. Could this be the same?,"We know how important your battery is &amp; we'll be happy to help. Which iOS version are you using? Also, when did this issue begin?","Question- my iPhone6 dies very quick (have to charge it 3 times a day) my iPhone5 battery was faulty. Could this be the same? | We know how important your battery is &amp; we'll be happy to help. Which iOS version are you using? Also, when did this issue begin?"
116338,And why is my music NEVER in my control center?! @AppleSupport,AppleSupport,@116338 We're here to help out! Which device is this on and which version of iOS is currently installed?,And why is my music NEVER in my control center?!,We're here to help out! Which device is this on and which version of iOS is currently installed?,And why is my music NEVER in my control center?! | We're here to help out! Which device is this on and which version of iOS is currently installed?
116339,"@115858 Just updated iOS on iPhone7, now iCloud backup greyed out, cannot be turned on, says “Last Backup Never”",AppleSupport,@116339 Check out this link: https://t.co/Lr8zUtw9ls Send us a DM if it doesn't help. https://t.co/GDrqU22YpT,"Just updated iOS on iPhone7, now iCloud backup greyed out, cannot be turned on, says “Last Backup Never”",Check out this link: Send us a DM if it doesn't help.,"Just updated iOS on iPhone7, now iCloud backup greyed out, cannot be turned on, says “Last Backup Never” | Check out this link: Send us a DM if it doesn't help."
116340,"@AppleSupport Hi, I plugged an adapter straight into the transformer and it still didn't charger. The charger LED does not light up either.",AppleSupport,@116340 We certainly want to take a closer look into this. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT,"Hi, I plugged an adapter straight into the transformer and it still didn't charger. The charger LED does not light up either.",We certainly want to take a closer look into this. Select the following link to join us in a DM and we'll go from there.,"Hi, I plugged an adapter straight into the transformer and it still didn't charger. The charger LED does not light up either. | We certainly want to take a closer look into this. Select the following link to join us in a DM and we'll go from there."
116340,@AppleSupport ...cost for sending in for diagnosing a problem if it's out of warranty?,AppleSupport,@116340 We can help. Let’s start with the following steps to see if we can save you a trip in for service: https://t.co/RqWW0duJ0U,...cost for sending in for diagnosing a problem if it's out of warranty?,We can help. Let’s start with the following steps to see if we can save you a trip in for service:,...cost for sending in for diagnosing a problem if it's out of warranty? | We can help. Let’s start with the following steps to see if we can save you a trip in for service:
116341,@AppleSupport still no reliable Bluetooth on my iPhone 8+.,AppleSupport,@116341 Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help. https://t.co/GDrqU22YpT,still no reliable Bluetooth on my iPhone 8+.,Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help.,still no reliable Bluetooth on my iPhone 8+. | Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help.
116342,"@AppleSupport When you roll the month, it does not appear and hangs",AppleSupport,@116342 We'd like to take a closer look at this. DM us and we'll go from there. https://t.co/GDrqU22YpT,"When you roll the month, it does not appear and hangs",We'd like to take a closer look at this. DM us and we'll go from there.,"When you roll the month, it does not appear and hangs | We'd like to take a closer look at this. DM us and we'll go from there."
116342,@115858 when will the bug in the calendar app be fixed? I upgraded to iOS 11.1 and it still crashes when iOS 11.03,AppleSupport,@116342 We'd like to help. What is going on with the app?,when will the bug in the calendar app be fixed? I upgraded to iOS 11.1 and it still crashes when iOS 11.03,We'd like to help. What is going on with the app?,when will the bug in the calendar app be fixed? I upgraded to iOS 11.1 and it still crashes when iOS 11.03 | We'd like to help. What is going on with the app?
116343,@AppleSupport do you have any apps for epilepsy so I can detect my seizures thanks in advance,AppleSupport,"@116343 Hey, we can provide some guidance. Let's meet in DM and we'll go from there. https://t.co/GDrqU22YpT",do you have any apps for epilepsy so I can detect my seizures thanks in advance,"Hey, we can provide some guidance. Let's meet in DM and we'll go from there.","do you have any apps for epilepsy so I can detect my seizures thanks in advance | Hey, we can provide some guidance. Let's meet in DM and we'll go from there."
116344,"@115858 really needs to fix this update. My phone has never been slower, for real.",AppleSupport,@116344 We're here to help with any issues you may having with performance. Let us know the exact iOS version to get started.,"really needs to fix this update. My phone has never been slower, for real.",We're here to help with any issues you may having with performance. Let us know the exact iOS version to get started.,"really needs to fix this update. My phone has never been slower, for real. | We're here to help with any issues you may having with performance. Let us know the exact iOS version to get started."
116345,@AppleSupport newest version of iOS and iPhone 7,AppleSupport,"@116345 Since we just released iOS 11.1 today, can you clarify which exact version you have installed?",newest version of iOS and iPhone 7,"Since we just released iOS 11.1 today, can you clarify which exact version you have installed?","newest version of iOS and iPhone 7 | Since we just released iOS 11.1 today, can you clarify which exact version you have installed?"
116345,My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth??? @AppleSupport,AppleSupport,"@116345 We'll be happy to look into this with you. To clarify, which iPhone model do you have and what's the exact iOS version?",My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth???,"We'll be happy to look into this with you. To clarify, which iPhone model do you have and what's the exact iOS version?","My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth??? | We'll be happy to look into this with you. To clarify, which iPhone model do you have and what's the exact iOS version?"
116346,Is anyone else having problems with there iPhone 7 saying no service? @115858 @115714,AppleSupport,@116346 We want to help with this. Let's start troubleshooting by trying the steps here: https://t.co/5KootZbxj1,Is anyone else having problems with there iPhone 7 saying no service?,We want to help with this. Let's start troubleshooting by trying the steps here:,Is anyone else having problems with there iPhone 7 saying no service? | We want to help with this. Let's start troubleshooting by trying the steps here:
116347,So why is this happening I️ I️ I️ @AppleSupport,AppleSupport,@116347 We'd be glad to see what we can do for you. Let's meet up in DM first. Thanks! https://t.co/GDrqU22YpT,So why is this happening I️ I️ I️,We'd be glad to see what we can do for you. Let's meet up in DM first. Thanks!,So why is this happening I️ I️ I️ | We'd be glad to see what we can do for you. Let's meet up in DM first. Thanks!
116348,I keep getting this error message saying “the item can’t be played” and idk how to fix it... @115948 @AppleSupport,AppleSupport,@116348 We'd like to look into this with you. Does the song appear to be greyed out?,I keep getting this error message saying “the item can’t be played” and idk how to fix it...,We'd like to look into this with you. Does the song appear to be greyed out?,I keep getting this error message saying “the item can’t be played” and idk how to fix it... | We'd like to look into this with you. Does the song appear to be greyed out?
116349,@AppleSupport HELP ME. I have a problem with my iPhone 7😑,AppleSupport,@116349 We're happy to help. What seems to be the problem?,HELP ME. I have a problem with my iPhone 7😑,We're happy to help. What seems to be the problem?,HELP ME. I have a problem with my iPhone 7😑 | We're happy to help. What seems to be the problem?
116350,"@AppleSupport Any idea why icons show up like this? I did force reset to no avail. After initial notification display, they show up. https://t.co/qBFIAlpGyD",AppleSupport,"@116350 We're here for you. DM us, and we'll look into this together. https://t.co/GDrqU22YpT","Any idea why icons show up like this? I did force reset to no avail. After initial notification display, they show up.","We're here for you. DM us, and we'll look into this together.","Any idea why icons show up like this? I did force reset to no avail. After initial notification display, they show up. | We're here for you. DM us, and we'll look into this together."
116351,@AppleSupport It’s sorted. Thanks. iOS update needed a change and hard reboot,AppleSupport,@116351 We're glad to hear that's sorted out for you. Have a great day.,It’s sorted. Thanks. iOS update needed a change and hard reboot,We're glad to hear that's sorted out for you. Have a great day.,It’s sorted. Thanks. iOS update needed a change and hard reboot | We're glad to hear that's sorted out for you. Have a great day.
116351,@AppleSupport ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum!,AppleSupport,"@116351 We'd love to help with your alarm volume. Is the option to ""Change with Buttons"" disabled under Settings &gt; Sounds?",ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum!,"We'd love to help with your alarm volume. Is the option to ""Change with Buttons"" disabled under Settings &gt; Sounds?","ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum! | We'd love to help with your alarm volume. Is the option to ""Change with Buttons"" disabled under Settings &gt; Sounds?"
