customer_author,customer_text,company_author,company_reply,customer_clean,company_clean,thread_text
117581,"@hulu_support I use Roku, and no other streaming is impacted. I am watching CBS all access right now. This is solely a hulu issue",hulu_support,"@117581 Apologies for the continued frustration-- to clarify, are you noticing this with CBS network on our app?","I use Roku, and no other streaming is impacted. I am watching CBS all access right now. This is solely a hulu issue","Apologies for the continued frustration-- to clarify, are you noticing this with CBS network on our app?","I use Roku, and no other streaming is impacted. I am watching CBS all access right now. This is solely a hulu issue | Apologies for the continued frustration-- to clarify, are you noticing this with CBS network on our app?"
117581,@hulu_support No I switched from your app to CBS all access due to the issue...it was also an issue this morning at 5:30 trying to watch the news,hulu_support,@117581 Thanks for clarifying! Does the buffering continue after: https://t.co/wAoEicy9CF? If so please reach out: https://t.co/6YdK7bvQN7,No I switched from your app to CBS all access due to the issue...it was also an issue this morning at 5:30 trying to watch the news,Thanks for clarifying! Does the buffering continue after: If so please reach out:,No I switched from your app to CBS all access due to the issue...it was also an issue this morning at 5:30 trying to watch the news | Thanks for clarifying! Does the buffering continue after: If so please reach out:
117581,@hulu_support I will check that when I get home tonight,hulu_support,@117581 Sounds good! 👍 We'll be standing by to further assist if you need us.,I will check that when I get home tonight,Sounds good! 👍 We'll be standing by to further assist if you need us.,I will check that when I get home tonight | Sounds good! 👍 We'll be standing by to further assist if you need us.
117581,@hulu_support @115940 AT WHAT POINT CAN I EXPECT TO WATCH A LIVE PROGRAM WITHOUT BUFFERING EVERY FEW MINUTES,hulu_support,"@117581 Oh no! Which device do you use? Are all channels affected? For now, please try a quick reboot of your device+modem/router.",AT WHAT POINT CAN I EXPECT TO WATCH A LIVE PROGRAM WITHOUT BUFFERING EVERY FEW MINUTES,"Oh no! Which device do you use? Are all channels affected? For now, please try a quick reboot of your device+modem/router.","AT WHAT POINT CAN I EXPECT TO WATCH A LIVE PROGRAM WITHOUT BUFFERING EVERY FEW MINUTES | Oh no! Which device do you use? Are all channels affected? For now, please try a quick reboot of your device+modem/router."
117582,I try to like @115940 and I don't want to cancel but there's nothing to watch can even watch dragon ball in English that's awful,hulu_support,"@117582 Oh no! We can't promise anything, but we'll share the interest in seeing Dragon Ball dubbed. What other shows are you missing?",I try to like and I don't want to cancel but there's nothing to watch can even watch dragon ball in English that's awful,"Oh no! We can't promise anything, but we'll share the interest in seeing Dragon Ball dubbed. What other shows are you missing?","I try to like and I don't want to cancel but there's nothing to watch can even watch dragon ball in English that's awful | Oh no! We can't promise anything, but we'll share the interest in seeing Dragon Ball dubbed. What other shows are you missing?"
117583,@115940 you guys are having a UTF-8 issue with your text in your Android app. https://t.co/zNzwJv28ft,hulu_support,@117583 Thanks for bringing this to our attention. We've shared the details w/the appropriate team to get that fixed!,you guys are having a UTF-8 issue with your text in your Android app.,Thanks for bringing this to our attention. We've shared the details w/the appropriate team to get that fixed!,you guys are having a UTF-8 issue with your text in your Android app. | Thanks for bringing this to our attention. We've shared the details w/the appropriate team to get that fixed!
117584,@hulu_support My stuff still doesn't have my favorites. It actually mixes my recently viewed and favorites. Would screenshots help?,hulu_support,"@117584 Thanks for clarifying! We're happy to take a look at things on our end. When you have a chance, reach out: https://t.co/6YdK7bvQN7",My stuff still doesn't have my favorites. It actually mixes my recently viewed and favorites. Would screenshots help?,"Thanks for clarifying! We're happy to take a look at things on our end. When you have a chance, reach out:","My stuff still doesn't have my favorites. It actually mixes my recently viewed and favorites. Would screenshots help? | Thanks for clarifying! We're happy to take a look at things on our end. When you have a chance, reach out:"
117584,@hulu_support your keep watching isnt functional. I added several to my profile and some show but also other ones that i didnt add show up,hulu_support,@117584 Hi! Keep Watching displays content you've recently viewed. My Stuff is where you'll see your favorites: https://t.co/OrkRH6RTeH.,your keep watching isnt functional. I added several to my profile and some show but also other ones that i didnt add show up,Hi! Keep Watching displays content you've recently viewed. My Stuff is where you'll see your favorites:,your keep watching isnt functional. I added several to my profile and some show but also other ones that i didnt add show up | Hi! Keep Watching displays content you've recently viewed. My Stuff is where you'll see your favorites:
117728,@hulu_support haven't been able to watch Hulu for days. Seconds into a show error message appears and asks to check connection. Signal fine,hulu_support,@117728 Oh no! Is this close to the first ad break? What device are you using? The following tips may help: https://t.co/HXpLyTU79x.,haven't been able to watch Hulu for days. Seconds into a show error message appears and asks to check connection. Signal fine,Oh no! Is this close to the first ad break? What device are you using? The following tips may help:,haven't been able to watch Hulu for days. Seconds into a show error message appears and asks to check connection. Signal fine | Oh no! Is this close to the first ad break? What device are you using? The following tips may help:
117295,"@hulu_support  still problems with World Series!
So much for the fix",hulu_support,@117295 Oh no! What sort of issues are you running into and what device. We have it on here in-house and haven't noticed anything odd.,still problems with World Series! So much for the fix,Oh no! What sort of issues are you running into and what device. We have it on here in-house and haven't noticed anything odd.,still problems with World Series! So much for the fix | Oh no! What sort of issues are you running into and what device. We have it on here in-house and haven't noticed anything odd.
117729,"@115940 everyone hates your app, why
Why
W H Y 
Fix it",hulu_support,"@117729 We're sorry to hear about your frustration! We're making enhancements to the new app, so feel free to share your feedback.","everyone hates your app, why Why W H Y Fix it","We're sorry to hear about your frustration! We're making enhancements to the new app, so feel free to share your feedback.","everyone hates your app, why Why W H Y Fix it | We're sorry to hear about your frustration! We're making enhancements to the new app, so feel free to share your feedback."
117871,@hulu_support why is the second half of @2085 season 2 gone? 😭,hulu_support,"@117871 Sorry those were missing for you, Julia! We got Jane and Weller on it, you should be able to catch the eps after a device restart",why is the second half of season 2 gone? 😭,"Sorry those were missing for you, Julia! We got Jane and Weller on it, you should be able to catch the eps after a device restart","why is the second half of season 2 gone? 😭 | Sorry those were missing for you, Julia! We got Jane and Weller on it, you should be able to catch the eps after a device restart"
117872,@hulu_support Nope. Nothing between BTN and Fox.,hulu_support,"@117872 Thanks for checking! Let's go ahead and try these: https://t.co/C3IOhQGizS. If this continues, reach out: https://t.co/6YdK7bvQN7.",Nope. Nothing between BTN and Fox.,"Thanks for checking! Let's go ahead and try these: If this continues, reach out:","Nope. Nothing between BTN and Fox. | Thanks for checking! Let's go ahead and try these: If this continues, reach out:"
117872,@hulu_support Mysteriously came back without either sledge hammer. Maybe I just didn’t wait long enough to see channels after force quit.,hulu_support,"@117872 Either way, we're glad you're back in action! Don't hesitate to tweet us again if we can be of further assistance, Craig!",Mysteriously came back without either sledge hammer. Maybe I just didn’t wait long enough to see channels after force quit.,"Either way, we're glad you're back in action! Don't hesitate to tweet us again if we can be of further assistance, Craig!","Mysteriously came back without either sledge hammer. Maybe I just didn’t wait long enough to see channels after force quit. | Either way, we're glad you're back in action! Don't hesitate to tweet us again if we can be of further assistance, Craig!"
117872,"@hulu_support How come I can’t stream ESPN on my (i)phone? It’s an MLS game, not NFL.",hulu_support,"@117872 That shouldn't be! If you restart our app, then go to Browse&gt; Networks &gt;ESPN, any change?","How come I can’t stream ESPN on my (i)phone? It’s an MLS game, not NFL.","That shouldn't be! If you restart our app, then go to Browse&gt; Networks &gt;ESPN, any change?","How come I can’t stream ESPN on my (i)phone? It’s an MLS game, not NFL. | That shouldn't be! If you restart our app, then go to Browse&gt; Networks &gt;ESPN, any change?"
117873,@hulu_support how much long until you guy's release season 3 of @117874 ?!?,hulu_support,@117873 No news for on-demand plans currently; we can share the interest. We're able to slip them through with a portal gun for Live TV.,how much long until you guy's release season 3 of ?!?,No news for on-demand plans currently; we can share the interest. We're able to slip them through with a portal gun for Live TV.,how much long until you guy's release season 3 of ?!? | No news for on-demand plans currently; we can share the interest. We're able to slip them through with a portal gun for Live TV.
117875,@hulu_support oh no. It's start bad again. Updated app. And still watching commercials and rewatching old footage.,hulu_support,"@117875 Oh no! Which device are you using? If you try a quick reboot of your device, is there any improvement?",oh no. It's start bad again. Updated app. And still watching commercials and rewatching old footage.,"Oh no! Which device are you using? If you try a quick reboot of your device, is there any improvement?","oh no. It's start bad again. Updated app. And still watching commercials and rewatching old footage. | Oh no! Which device are you using? If you try a quick reboot of your device, is there any improvement?"
